,imdbid,metrics_x,actors,metrics_y,directors
450,tt0330843,actor3,tanuja,director1,shaad ali
451,tt0330843,actor4,satish shah,director1,shaad ali
452,tt0331216,actor1,bobby deol,director1,david dhawan
453,tt0331216,actor2,om puri,director1,david dhawan
454,tt0331216,actor3,paresh rawal,director1,david dhawan
455,tt0331216,actor4,shekhar suman,director1,david dhawan
456,tt0331256,actor1,bipasha basu,director1,amol shetge
457,tt0331256,actor2,dino morea,director1,amol shetge
458,tt0331256,actor3,ashutosh rana,director1,amol shetge
459,tt0331256,actor4,banjara,director1,amol shetge
460,tt0331421,actor1,govinda,director1,harmesh malhotra
461,tt0331421,actor2,raveena tandon,director1,harmesh malhotra
462,tt0331421,actor3,kader khan,director1,harmesh malhotra
463,tt0331421,actor4,shakti kapoor,director1,harmesh malhotra
464,tt0331453,actor1,kay kay menon,director1,hansal mehta
465,tt0331453,actor2,jaya seal,director1,hansal mehta
466,tt0331453,actor3,naved aslam,director1,hansal mehta
467,tt0331453,actor4,shri vallabh vyas,director1,hansal mehta
468,tt0331479,actor1,saroj bhargava,director1,shashilal k. nair
469,tt0331479,actor2,manisha koirala,director1,shashilal k. nair
470,tt0331479,actor3,aditya seal,director1,shashilal k. nair
471,tt0331479,actor4,ranvir shorey,director1,shashilal k. nair
472,tt0331639,actor1,karisma kapoor,director1,krishna vamshi
473,tt0331639,actor2,nana patekar,director1,krishna vamshi
474,tt0331639,actor3,sanjay kapoor,director1,krishna vamshi
475,tt0331639,actor4,jai gidwani,director1,krishna vamshi
476,tt0331851,actor1,amitabh bachchan,director1,honey irani
477,tt0331851,actor2,anil kapoor,director1,honey irani
478,tt0331851,actor3,preity zinta,director1,honey irani
479,tt0331851,actor4,gracy singh,director1,honey irani
480,tt0332766,actor1,lucky ali,director1,tanuja chandra
481,tt0332766,actor2,simone singh,director1,tanuja chandra
482,tt0332766,actor3,achint kaur,director1,tanuja chandra
483,tt0332766,actor4,ehsan khan,director1,tanuja chandra
484,tt0335044,actor1,madhavan,director1,anant mahadevan
485,tt0335044,actor2,jimmy shergill,director1,anant mahadevan
486,tt0335044,actor3,sanjay suri,director1,anant mahadevan
487,tt0335044,actor4,namrata shirodkar,director1,anant mahadevan
488,tt0335592,actor1,aftab shivdasani,director1,a. muthu
489,tt0335592,actor2,anang desai,director1,a. muthu
490,tt0335592,actor3,dinesh hingoo,director1,a. muthu
491,tt0335592,actor4,smita jaykar,director1,a. muthu
492,tt0337578,actor1,amitabh bachchan,director1,ravi chopra
493,tt0337578,actor2,hema malini,director1,ravi chopra
494,tt0337578,actor3,aman verma,director1,ravi chopra
495,tt0337578,actor4,samir soni,director1,ravi chopra
496,tt0337633,actor1,sanjay dutt,director1,mahesh manjrekar
497,tt0337633,actor2,shilpa shetty,director1,mahesh manjrekar
498,tt0337633,actor3,sharad s. kapoor,director1,mahesh manjrekar
499,tt0337633,actor4,shakti kapoor,director1,mahesh manjrekar
500,tt0337652,actor1,vijayendra ghatge,director1,talat jani
501,tt0337652,actor2,kareena kapoor,director1,talat jani
502,tt0337652,actor3,tusshar kapoor,director1,talat jani
503,tt0337652,actor4,kader khan,director1,talat jani
504,tt0337971,actor1,ajay devgn,director1,anees bazmee
505,tt0337971,actor2,akshaye khanna,director1,anees bazmee
506,tt0337971,actor3,urmila matondkar,director1,anees bazmee
507,tt0337971,actor4,farida jalal,director1,anees bazmee
508,tt0337998,actor1,sunil shetty,director1,tinnu anand
509,tt0337998,actor2,raveena tandon,director1,tinnu anand
510,tt0337998,actor3,mohan joshi,director1,tinnu anand
511,tt0337998,actor4,mohnish bahl,director1,tinnu anand
512,tt0338477,actor1,rakhee gulzar,director1,suneel darshan
513,tt0338477,actor2,akshay kumar,director1,suneel darshan
514,tt0338477,actor3,kareena kapoor,director1,suneel darshan
515,tt0338477,actor4,pooja batra,director1,suneel darshan
516,tt0338566,actor1,prashant chianani,director1,hansal mehta
517,tt0338566,actor2,aamir ali malik,director1,hansal mehta
518,tt0338566,actor3,vaibhav jhalani,director1,hansal mehta
519,tt0338566,actor4,yash pandit,director1,hansal mehta
520,tt0338721,actor1,sanjay dutt,director1,ravi dewan
521,tt0338721,actor2,sunil shetty,director1,ravi dewan
522,tt0338721,actor3,ashutosh rana,director1,ravi dewan
523,tt0338721,actor4,preeti jhangiani,director1,ravi dewan
524,tt0338959,actor1,sunil shetty,director1,kundan shah
525,tt0338959,actor2,raveena tandon,director1,kundan shah
526,tt0338959,actor3,shekhar suman,director1,kundan shah
527,tt0338959,actor4,isha koppikar,director1,kundan shah
528,tt0339878,actor1,govinda,director1,manoj agrawal
529,tt0339878,actor2,raveena tandon,director1,manoj agrawal
530,tt0339878,actor3,preeti jhangiani,director1,manoj agrawal
531,tt0339878,actor4,shakti kapoor,director1,manoj agrawal
532,tt0340178,actor1,sunny deol,director1,guddu dhanoa
533,tt0340178,actor2,tabu,director1,guddu dhanoa
534,tt0340178,actor3,reema sen,director1,guddu dhanoa
535,tt0340178,actor4,anupam kher,director1,guddu dhanoa
536,tt0340464,actor1,gurdas mann,director1,manoj punj
537,tt0340464,actor2,tabu,director1,manoj punj
538,tt0340464,actor3,ashish vidyarthi,director1,manoj punj
539,tt0340464,actor4,rajit kapoor,director1,manoj punj
540,tt0341266,actor1,ajay devgn,director1,ram gopal varma
541,tt0341266,actor2,urmila matondkar,director1,ram gopal varma
542,tt0341266,actor3,nana patekar,director1,ram gopal varma
543,tt0341266,actor4,rekha,director1,ram gopal varma
544,tt0341458,actor1,sunil shetty,director1,partho ghosh
545,tt0341458,actor2,namrata shirodkar,director1,partho ghosh
546,tt0341458,actor3,inder kumar,director1,partho ghosh
547,tt0341458,actor4,manek bedi,director1,partho ghosh
548,tt0341549,actor1,anil kapoor,director1,indra kumar
549,tt0341549,actor2,karisma kapoor,director1,indra kumar
550,tt0341549,actor3,shilpa shetty,director1,indra kumar
551,tt0341549,actor4,kaivalya chheda,director1,indra kumar
552,tt0341562,actor1,raveena tandon,director1,madhur bhandarkar
553,tt0341562,actor2,atul kulkarni,director1,madhur bhandarkar
554,tt0341562,actor3,shri vallabh vyas,director1,madhur bhandarkar
555,tt0341562,actor4,govind namdeo,director1,madhur bhandarkar
556,tt0342624,actor1,sunny deol,director1,harry baweja
557,tt0342624,actor2,sunil shetty,director1,harry baweja
558,tt0342624,actor3,shilpa shetty,director1,harry baweja
559,tt0342624,actor4,ashutosh rana,director1,harry baweja
560,tt0345043,actor1,zayed khan,director1,sangeeth sivan
561,tt0345043,actor2,esha deol,director1,sangeeth sivan
562,tt0345043,actor3,gulshan grover,director1,sangeeth sivan
563,tt0345043,actor4,rakhi sawant,director1,sangeeth sivan
564,tt0345102,actor1,ashutosh rana,director1,govind menon
565,tt0345102,actor2,tara deshpande,director1,govind menon
566,tt0345102,actor3,jas arora,director1,govind menon
567,tt0345102,actor4,shishir sharma,director1,govind menon
568,tt0345594,actor1,dev anand,director1,dev anand
569,tt0345594,actor2,heenee kaushik,director1,dev anand
570,tt0345594,actor3,shoib khan,director1,dev anand
571,tt0345594,actor4,chaitanya chaudhary,director1,dev anand
572,tt0346457,actor1,aamir khan,director1,ketan mehta
573,tt0346457,actor2,rani mukerji,director1,ketan mehta
574,tt0346457,actor3,toby stephens,director1,ketan mehta
575,tt0346457,actor4,coral beed,director1,ketan mehta
576,tt0346507,actor1,akshay kumar,director1,raj kanwar
577,tt0346507,actor2,lara dutta,director1,raj kanwar
578,tt0346507,actor3,priyanka chopra,director1,raj kanwar
579,tt0346507,actor4,rajeev verma,director1,raj kanwar
580,tt0346548,actor1,ajinkya deo,director1,mohan sharma
581,tt0346548,actor2,nethra raghuraman,director1,mohan sharma
582,tt0346548,actor3,sayaji shinde,director1,mohan sharma
583,tt0346548,actor4,rohini hattangadi,director1,mohan sharma
584,tt0346723,actor1,shah rukh khan,director1,aziz mirza
585,tt0346723,actor2,rani mukerji,director1,aziz mirza
586,tt0346723,actor3,jas arora,director1,aziz mirza
587,tt0346723,actor4,satish shah,director1,aziz mirza
588,tt0347167,actor1,sunny deol,director1,anil sharma
589,tt0347167,actor2,preity zinta,director1,anil sharma
590,tt0347167,actor3,priyanka chopra,director1,anil sharma
591,tt0347167,actor4,amrish puri,director1,anil sharma
592,tt0347278,actor1,sanjay suri,director1,sujoy ghosh
593,tt0347278,actor2,rahul bose,director1,sujoy ghosh
594,tt0347278,actor3,juhi chawla,director1,sujoy ghosh
595,tt0347278,actor4,rinke khanna,director1,sujoy ghosh
596,tt0347304,actor1,shah rukh khan,director1,nikhil advani
597,tt0347304,actor1,shah rukh khan,director2,ron reid jr.
598,tt0347304,actor2,preity zinta,director1,nikhil advani
599,tt0347304,actor2,preity zinta,director2,ron reid jr.
600,tt0347304,actor3,saif ali khan,director1,nikhil advani
601,tt0347304,actor3,saif ali khan,director2,ron reid jr.
602,tt0347304,actor4,jaya bhaduri,director1,nikhil advani
603,tt0347304,actor4,jaya bhaduri,director2,ron reid jr.
604,tt0347332,actor1,amitabh bachchan,director1,rajkumar santoshi
605,tt0347332,actor2,akshay kumar,director1,rajkumar santoshi
606,tt0347332,actor3,ajay devgn,director1,rajkumar santoshi
607,tt0347332,actor4,aishwarya rai bachchan,director1,rajkumar santoshi
608,tt0347416,actor1,sanjay dutt,director1,j.p. dutta
609,tt0347416,actor2,ajay devgn,director1,j.p. dutta
610,tt0347416,actor3,saif ali khan,director1,j.p. dutta
611,tt0347416,actor4,sunil shetty,director1,j.p. dutta
612,tt0347473,actor1,shah rukh khan,director1,farah khan
613,tt0347473,actor2,sushmita sen,director1,farah khan
614,tt0347473,actor3,sunil shetty,director1,farah khan
615,tt0347473,actor4,zayed khan,director1,farah khan
616,tt0347779,actor1,urmila matondkar,director1,chandra prakash dwivedi
617,tt0347779,actor2,manoj bajpayee,director1,chandra prakash dwivedi
618,tt0347779,actor3,sanjay suri,director1,chandra prakash dwivedi
619,tt0347779,actor4,sandali sinha,director1,chandra prakash dwivedi
620,tt0348172,actor1,shabana azmi,director1,khalid mohamed
621,tt0348172,actor2,urmila matondkar,director1,khalid mohamed
622,tt0348172,actor3,arjun rampal,director1,khalid mohamed
623,tt0348172,actor4,dia mirza,director1,khalid mohamed
624,tt0348190,actor1,imran ahmed khan,director1,sanjay gadhvi
625,tt0348190,actor2,sonali khare,director1,sanjay gadhvi
626,tt0348190,actor3,neelu kohli,director1,sanjay gadhvi
627,tt0348190,actor4,hiten paintal,director1,sanjay gadhvi
628,tt0348258,actor1,ritesh deshmukh,director1,vijay k. bhaskar
629,tt0348258,actor2,shakti kapoor,director1,vijay k. bhaskar
630,tt0348258,actor3,supriya karnik,director1,vijay k. bhaskar
631,tt0348258,actor4,satish shah,director1,vijay k. bhaskar
632,tt0348521,actor1,pummy brar,director1,anubhav sinha
633,tt0348521,actor2,priyanshu chatterjee,director1,anubhav sinha
634,tt0348521,actor3,crystal,director1,anubhav sinha
635,tt0348521,actor4,harry,director1,anubhav sinha
636,tt0348656,actor1,fardeen khan,director1,surya s.j.
637,tt0348656,actor1,fardeen khan,director2,sunil kumar agrawal
638,tt0348656,actor2,kareena kapoor,director1,surya s.j.
639,tt0348656,actor2,kareena kapoor,director2,sunil kumar agrawal
640,tt0348656,actor3,amrish puri,director1,surya s.j.
641,tt0348656,actor3,amrish puri,director2,sunil kumar agrawal
642,tt0348656,actor4,amitabh bachchan,director1,surya s.j.
643,tt0348656,actor4,amitabh bachchan,director2,sunil kumar agrawal
644,tt0348662,actor1,ashay chitre,director1,anurag basu
645,tt0348662,actor1,ashay chitre,director2,anil v. kumar
646,tt0348662,actor2,esha deol,director1,anurag basu
647,tt0348662,actor2,esha deol,director2,anil v. kumar
648,tt0348662,actor3,anita hassandani,director1,anurag basu
649,tt0348662,actor3,anita hassandani,director2,anil v. kumar
650,tt0348662,actor4,vrajesh hirjee,director1,anurag basu
651,tt0348662,actor4,vrajesh hirjee,director2,anil v. kumar
652,tt0348824,actor1,govinda,director1,aziz sejawal
653,tt0348824,actor2,kader khan,director1,aziz sejawal
654,tt0348824,actor3,rani mukerji,director1,aziz sejawal
655,tt0348824,actor4,zohra segal,director1,aziz sejawal
656,tt0348843,actor1,bipasha basu,director1,amit saxena
657,tt0348843,actor2,john abraham,director1,amit saxena
658,tt0348843,actor3,gulshan grover,director1,amit saxena
659,tt0348843,actor4,vinay pathak,director1,amit saxena
660,tt0349058,actor1,atul kulkarni,director1,kushan nandy
661,tt0349058,actor2,rahul dev,director1,kushan nandy
662,tt0349058,actor3,suchitra pillai-malik,director1,kushan nandy
663,tt0349058,actor4,shweta menon,director1,kushan nandy
664,tt0349115,actor1,jackie shroff,director1,tinnu verma
665,tt0349115,actor2,sunil shetty,director1,tinnu verma
666,tt0349115,actor3,karisma kapoor,director1,tinnu verma
667,tt0349115,actor4,dino morea,director1,tinnu verma
668,tt0349333,actor1,sameera reddy,director1,prawaal raman
669,tt0349333,actor2,antara mali,director1,prawaal raman
670,tt0349333,actor3,sohail khan,director1,prawaal raman
671,tt0349333,actor4,saif ali khan,director1,prawaal raman
672,tt0349620,actor1,manoj bajpayee,director1,pankaj parashar
673,tt0349620,actor2,isha koppikar,director1,pankaj parashar
674,tt0349620,actor3,nethra raghuraman,director1,pankaj parashar
675,tt0349620,actor4,parmita katkar,director1,pankaj parashar
676,tt0349679,actor1,himanshu malik,director1,govind menon
677,tt0349679,actor2,mallika sherawat,director1,govind menon
678,tt0349679,actor3,shivaji satam,director1,govind menon
679,tt0349679,actor4,mahmud babai,director1,govind menon
680,tt0349703,actor1,amitabh bachchan,director1,samir karnik
681,tt0349703,actor2,vivek oberoi,director1,samir karnik
682,tt0349703,actor3,aishwarya rai bachchan,director1,samir karnik
683,tt0349703,actor4,om puri,director1,samir karnik
684,tt0352314,actor1,saif ali khan,director1,sriram raghavan
685,tt0352314,actor2,urmila matondkar,director1,sriram raghavan
686,tt0352314,actor3,seema biswas,director1,sriram raghavan
687,tt0352314,actor4,aditya srivastava,director1,sriram raghavan
688,tt0352489,actor1,juhi babbar,director1,ravindra peepat
689,tt0352489,actor2,sonu nigam,director1,ravindra peepat
690,tt0352489,actor3,om puri,director1,ravindra peepat
691,tt0352489,actor4,sharad s. kapoor,director1,ravindra peepat
692,tt0352830,actor1,tanisha,director1,pavan kaul
693,tt0352830,actor2,dino morea,director1,pavan kaul
694,tt0352830,actor3,karan nath,director1,pavan kaul
695,tt0352830,actor4,gaurav kapoor,director1,pavan kaul
696,tt0353351,actor1,amar upadhyaya,director1,shyam ramsay
697,tt0353351,actor2,aditi govitrikar,director1,shyam ramsay
698,tt0353351,actor3,apoorva agnihotri,director1,shyam ramsay
699,tt0353351,actor4,divya palat,director1,shyam ramsay
700,tt0354538,actor1,sanjay dutt,director1,david dhawan
701,tt0354538,actor2,govinda,director1,david dhawan
702,tt0354538,actor3,amrita arora,director1,david dhawan
703,tt0354538,actor4,nandini singh,director1,david dhawan
704,tt0354786,actor1,kiran janjani,director1,deepak tijori
705,tt0354786,actor2,vikas sethi,director1,deepak tijori
706,tt0354786,actor3,adyasha,director1,deepak tijori
707,tt0354786,actor4,mink singh,director1,deepak tijori
708,tt0356982,actor1,kay kay menon,director1,anurag kashyap
709,tt0356982,actor2,aditya srivastava,director1,anurag kashyap
710,tt0356982,actor3,joy fernandes,director1,anurag kashyap
711,tt0356982,actor4,vijay maurya,director1,anurag kashyap
712,tt0357208,actor1,raveena tandon,director1,gaurav pandey
713,tt0357208,actor2,alyy khan,director1,gaurav pandey
714,tt0357208,actor3,salman khan,director1,gaurav pandey
715,tt0357208,actor4,viju khote,director1,gaurav pandey
716,tt0358613,actor1,attin bhalla,director1,ashok honda
717,tt0358613,actor2,sandali sinha,director1,ashok honda
718,tt0358613,actor3,smita jaykar,director1,ashok honda
719,tt0358613,actor4,pankaj dheer,director1,ashok honda
720,tt0362204,actor1,nandita das,director1,padam kumar
721,tt0362204,actor2,uday chopra,director1,padam kumar
722,tt0362204,actor3,rahul dev,director1,padam kumar
723,tt0362204,actor4,purab kohli,director1,padam kumar
724,tt0362696,actor1,jimmy shergill,director1,tigmanshu dhulia
725,tt0362696,actor2,hrishitaa bhatt,director1,tigmanshu dhulia
726,tt0362696,actor3,irrfan khan,director1,tigmanshu dhulia
727,tt0362696,actor4,ashutosh rana,director1,tigmanshu dhulia
728,tt0362771,actor1,shahid kapoor,director1,ken ghosh
729,tt0362771,actor2,amrita rao,director1,ken ghosh
730,tt0362771,actor3,shenaz treasury,director1,ken ghosh
731,tt0362771,actor4,vishal malhotra,director1,ken ghosh
732,tt0362902,actor1,vikas kalantri,director1,b.h. tharun kumar
733,tt0362902,actor2,anuj sawhney,director1,b.h. tharun kumar
734,tt0362902,actor3,aslam khan,director1,b.h. tharun kumar
735,tt0362902,actor4,mahek chahal,director1,b.h. tharun kumar
736,tt0363409,actor1,shatrughan sinha,director1,madhur bhandarkar
737,tt0363409,actor2,akshay kumar,director1,madhur bhandarkar
738,tt0363409,actor3,sunil shetty,director1,madhur bhandarkar
739,tt0363409,actor4,paresh rawal,director1,madhur bhandarkar
740,tt0363472,actor1,anil kapoor,director1,dharmesh darshan
741,tt0363472,actor2,akshay kumar,director1,dharmesh darshan
742,tt0363472,actor3,kareena kapoor,director1,dharmesh darshan
743,tt0363472,actor4,sushmita sen,director1,dharmesh darshan
744,tt0363721,actor1,victor banerjee,director1,anant balani
745,tt0363721,actor2,perizaad zorabian,director1,anant balani
746,tt0363721,actor3,divya dutta,director1,anant balani
747,tt0363721,actor4,khalid siddiqui,director1,anant balani
748,tt0363833,actor1,abhishek bachchan,director1,apoorva lakhia
749,tt0363833,actor2,lara dutta,director1,apoorva lakhia
750,tt0363833,actor3,chunky pandey,director1,apoorva lakhia
751,tt0363833,actor4,aditya lakhia,director1,apoorva lakhia
752,tt0364303,actor1,amitabh bachchan,director1,govind nihalani
753,tt0364303,actor2,om puri,director1,govind nihalani
754,tt0364303,actor3,fardeen khan,director1,govind nihalani
755,tt0364303,actor4,kareena kapoor,director1,govind nihalani
756,tt0364604,actor1,sanjay dutt,director1,hriday shetty
757,tt0364604,actor2,dino morea,director1,hriday shetty
758,tt0364604,actor3,sanjay suri,director1,hriday shetty
759,tt0364604,actor4,bikram saluja,director1,hriday shetty
760,tt0364621,actor1,ajay devgn,director1,harry baweja
761,tt0364621,actor2,sunil shetty,director1,harry baweja
762,tt0364621,actor3,sanjay kapoor,director1,harry baweja
763,tt0364621,actor4,arbaaz khan,director1,harry baweja
764,tt0366276,actor1,anil kapoor,director1,sudhir mishra
765,tt0366276,actor2,rani mukerji,director1,sudhir mishra
